timestamp,temperature,humidity,motion
2025-06-08 16:27:29,44.17,75.99,False
2025-06-08 16:27:31,29.62,64.7,False
2025-06-08 16:27:34,30.75,67.29,False
2025-06-08 16:27:36,30.74,63.74,False
2025-06-08 16:27:39,23.79,63.68,False
2025-06-08 16:27:41,22.17,46.92,False
2025-06-08 16:27:44,25.61,50.45,False
2025-06-08 16:27:46,21.77,55.31,False
2025-06-08 16:27:49,42.32,60.59,False
2025-06-08 16:27:51,28.85,64.75,True
2025-06-08 16:27:54,43.14,34.23,True
2025-06-08 16:27:56,28.77,71.55,False
2025-06-08 16:27:59,30.43,53.04,False
2025-06-08 16:28:01,29.29,68.4,False
2025-06-08 16:28:04,21.85,38.64,True
2025-06-08 16:28:06,44.99,77.55,False
2025-06-08 16:28:09,30.68,75.21,False
2025-06-08 16:28:11,42.55,32.83,False
2025-06-08 16:28:14,22.14,48.61,True
2025-06-08 16:28:16,39.25,49.3,False
2025-06-08 16:28:19,43.55,75.13,False
2025-06-08 16:28:21,29.93,72.57,True
2025-06-08 16:28:24,36.61,30.51,False
2025-06-08 16:28:26,42.7,61.1,False
2025-06-08 16:28:29,38.43,61.3,True
2025-06-08 16:28:31,42.87,56.03,True
2025-06-08 16:28:34,37.8,49.03,False
2025-06-08 16:28:36,25.84,58.49,True
2025-06-08 16:28:39,28.77,57.5,False
2025-06-08 16:28:41,42.66,45.22,True
2025-06-08 16:28:44,22.74,75.15,False
2025-06-08 16:28:46,43.36,68.64,True
2025-06-08 16:28:49,38.46,78.39,False
2025-06-08 16:28:51,27.11,38.76,True
2025-06-08 16:28:54,21.89,36.3,False
2025-06-08 16:28:56,21.99,65.59,True
2025-06-08 16:28:59,31.97,63.54,True
2025-06-08 16:29:01,39.33,33.79,False
2025-06-08 16:29:04,20.11,69.99,True
2025-06-08 16:29:06,39.61,46.97,True
2025-06-08 16:29:09,25.0,77.98,True
2025-06-08 16:29:11,37.65,69.88,True
2025-06-08 16:29:14,27.62,67.21,True
2025-06-08 16:29:16,30.49,54.32,True
2025-06-08 16:29:19,37.26,62.25,False
2025-06-08 16:29:21,22.68,74.19,False
2025-06-08 16:29:23,35.82,69.9,True
2025-06-08 16:29:24,31.2,64.52,True
2025-06-08 16:29:26,35.92,38.58,True
2025-06-08 16:29:29,37.71,69.59,False
2025-06-08 16:29:31,32.47,62.03,False
2025-06-08 16:29:32,33.43,69.62,True
2025-06-08 16:29:34,35.72,36.67,True
2025-06-08 16:29:36,42.26,32.39,True
2025-06-08 16:29:37,44.53,46.18,True
2025-06-08 16:29:39,37.17,50.33,False
2025-06-08 16:29:41,42.92,64.76,False
2025-06-08 16:29:42,43.84,63.35,True
2025-06-08 16:29:44,28.64,38.39,False
2025-06-08 16:29:46,27.75,62.75,False
2025-06-08 16:29:47,36.73,38.2,True
2025-06-08 16:29:49,38.12,46.67,False
2025-06-08 16:29:51,24.61,46.47,False
2025-06-08 16:29:52,44.6,59.2,True
2025-06-08 16:29:54,36.27,31.69,False
2025-06-08 16:29:56,44.54,41.33,True
2025-06-08 16:29:57,32.45,74.66,True
2025-06-08 16:29:59,21.53,44.76,True
2025-06-08 16:30:01,21.87,34.29,False
2025-06-08 16:30:02,22.43,32.13,False
2025-06-08 16:30:04,44.12,30.3,False
2025-06-08 16:30:06,31.43,57.75,False
2025-06-08 16:30:07,33.67,58.73,False
2025-06-08 16:30:09,22.86,70.22,True
2025-06-08 16:30:11,27.53,53.64,False
2025-06-08 16:30:12,34.53,60.77,True
2025-06-08 16:30:14,38.26,56.91,True
2025-06-08 16:30:16,38.3,36.67,True
2025-06-08 16:30:17,25.1,66.52,True
2025-06-08 16:30:19,27.64,42.03,False
2025-06-08 16:30:21,36.79,40.54,True
2025-06-08 16:30:22,23.22,38.49,True
2025-06-08 16:30:24,22.25,63.73,True
2025-06-08 16:30:26,22.03,64.2,False
2025-06-08 16:30:27,38.52,73.79,True
2025-06-08 16:30:29,39.74,69.43,True
2025-06-08 16:30:31,31.54,68.06,True
2025-06-08 16:30:32,34.84,32.97,True
2025-06-08 16:30:34,30.67,58.65,False
2025-06-08 16:30:36,33.76,58.41,False
2025-06-08 16:30:37,32.14,45.76,True
2025-06-08 16:30:39,42.14,44.33,False
2025-06-08 16:30:41,29.44,35.74,True
2025-06-08 16:30:42,31.68,49.09,False
2025-06-08 16:30:44,29.45,63.37,True
2025-06-08 16:30:46,32.17,34.55,True
2025-06-08 16:30:47,28.13,50.79,False
2025-06-08 16:30:49,28.09,47.94,True
2025-06-08 16:30:51,21.11,38.36,False
2025-06-08 16:30:52,44.87,50.98,True
2025-06-08 16:30:54,40.24,44.23,False
2025-06-08 16:30:56,23.43,33.08,False
2025-06-08 16:30:57,44.43,66.01,False
2025-06-08 16:30:59,29.52,30.08,True
2025-06-08 16:31:01,31.76,32.26,True
2025-06-08 16:31:02,26.03,48.09,False
2025-06-08 16:31:04,36.97,63.97,True
2025-06-08 16:31:06,41.13,73.41,True
2025-06-08 16:31:07,39.55,35.3,False
2025-06-08 16:31:09,25.0,47.73,True
2025-06-08 16:31:11,36.85,49.67,False
2025-06-08 16:31:12,30.73,66.04,False
2025-06-08 16:31:14,20.77,57.78,False
2025-06-08 16:31:16,43.77,41.71,False
2025-06-08 16:31:17,26.21,78.28,False
2025-06-08 16:31:19,39.84,40.22,True
2025-06-08 16:31:21,41.13,36.84,True
2025-06-08 16:31:22,36.42,50.62,True
2025-06-08 16:31:24,24.94,42.68,False
2025-06-08 16:31:26,32.47,72.35,True
2025-06-08 16:31:27,38.11,36.43,False
2025-06-08 16:31:29,22.05,75.64,True
2025-06-08 16:31:31,26.86,44.99,True
2025-06-08 16:31:32,31.49,31.98,True
2025-06-08 16:31:34,35.91,39.31,False
2025-06-08 16:31:36,32.31,57.48,True
2025-06-08 16:31:37,44.23,32.7,True
2025-06-08 16:31:39,27.56,67.95,False
2025-06-08 16:31:41,27.55,36.07,True
2025-06-08 16:31:42,43.69,67.92,False
2025-06-08 16:31:44,32.04,61.02,False
2025-06-08 16:31:46,38.4,64.83,False
2025-06-08 16:31:47,27.94,56.59,True
2025-06-08 16:31:49,22.36,55.18,True
2025-06-08 16:31:51,38.11,47.83,False
2025-06-08 16:31:52,33.67,68.1,True
2025-06-08 16:31:54,29.26,44.46,True
2025-06-08 16:31:56,35.62,77.44,False
2025-06-08 16:31:57,29.47,47.58,False
2025-06-08 16:31:59,26.31,57.21,False
2025-06-08 16:32:01,40.21,52.56,False
2025-06-08 16:32:02,41.58,57.27,False
2025-06-08 16:32:04,41.85,58.35,True
2025-06-08 16:32:06,37.39,41.4,True
2025-06-08 16:32:07,44.51,78.01,True
2025-06-08 16:32:09,25.9,62.99,True
2025-06-08 16:32:11,20.88,48.49,False
2025-06-08 16:32:12,25.71,70.58,False
2025-06-08 16:32:14,41.9,49.76,True
2025-06-08 16:32:16,27.3,69.83,True
2025-06-08 16:32:17,29.2,39.13,False
2025-06-08 16:32:19,44.54,78.11,False
2025-06-08 16:32:21,23.58,48.36,True
2025-06-08 16:32:22,20.34,37.92,True
2025-06-08 16:32:26,26.17,70.19,False
2025-06-08 16:32:27,41.78,62.28,True
2025-06-08 16:32:29,30.9,42.39,False
2025-06-08 16:32:31,39.75,66.01,False
2025-06-08 16:32:32,42.34,33.94,False
2025-06-08 16:32:34,23.33,71.02,False
2025-06-08 16:32:36,37.19,75.76,False
2025-06-08 16:32:37,31.89,68.29,False
2025-06-08 16:32:39,23.9,75.24,True
2025-06-08 16:32:41,28.92,47.48,False
2025-06-08 16:32:42,29.76,42.26,True
2025-06-08 16:32:44,30.67,49.15,True
2025-06-08 16:32:46,23.84,30.02,True
2025-06-08 16:32:47,24.12,52.55,False
2025-06-08 16:32:49,36.36,35.69,False
2025-06-08 16:32:51,33.64,41.03,True
2025-06-08 16:32:52,44.87,72.82,False
2025-06-08 16:32:54,25.74,70.3,False
2025-06-08 16:32:56,42.39,38.6,True
2025-06-08 16:32:57,37.25,68.98,False
2025-06-08 16:32:59,30.99,36.96,False
2025-06-08 16:33:01,26.66,66.61,True
2025-06-08 16:33:02,26.05,36.76,True
2025-06-08 16:33:04,33.02,64.34,True
2025-06-08 16:33:06,31.68,41.07,True
2025-06-08 16:33:07,41.52,72.4,False
2025-06-08 16:33:09,31.1,64.95,False
2025-06-08 16:33:11,23.01,79.73,True
2025-06-08 16:33:12,20.35,75.19,False
2025-06-08 16:33:14,31.0,32.16,False
2025-06-08 16:33:16,44.61,68.49,True
2025-06-08 16:33:17,34.34,62.42,True
2025-06-08 16:33:19,43.93,62.1,False
2025-06-08 16:33:21,41.32,73.31,False
2025-06-08 16:33:22,20.32,33.04,False
2025-06-08 16:33:24,40.16,43.38,True
2025-06-08 16:33:26,32.21,69.89,False
2025-06-08 16:33:27,25.99,44.46,False
2025-06-08 16:33:29,23.19,54.84,True
2025-06-08 16:33:31,22.69,70.42,True
2025-06-08 16:33:32,42.12,70.5,False
2025-06-08 16:33:34,35.22,41.73,False
2025-06-08 16:33:36,36.18,65.77,True
2025-06-08 16:33:37,39.68,39.74,False
2025-06-08 16:33:39,40.1,68.03,False
2025-06-08 16:33:41,34.5,37.16,False
2025-06-08 16:33:42,21.26,38.74,False
2025-06-08 16:33:44,20.69,74.45,True
2025-06-08 16:33:46,30.18,79.88,False
2025-06-08 16:33:47,34.13,59.07,True
2025-06-08 16:33:49,39.8,40.66,True
2025-06-08 16:33:51,28.28,48.26,False
2025-06-08 16:33:52,27.08,78.0,False
2025-06-08 16:33:54,33.42,72.64,False
2025-06-08 16:33:56,42.47,60.72,False
2025-06-08 16:33:57,33.91,33.01,True
2025-06-08 16:33:59,39.31,62.94,True
2025-06-08 16:34:01,21.02,58.86,True
2025-06-08 16:34:02,44.29,38.54,False
2025-06-08 16:34:04,24.97,49.92,True
2025-06-08 16:34:06,42.0,30.15,True
2025-06-08 16:34:07,43.95,78.04,True
2025-06-08 16:34:09,35.37,61.16,True
2025-06-08 16:34:11,30.02,30.67,True
2025-06-08 16:34:13,24.46,39.48,True
2025-06-08 16:34:14,33.56,76.7,False
2025-06-08 16:34:16,37.45,48.18,False
2025-06-08 16:34:18,20.83,61.88,True
2025-06-08 16:34:19,25.12,79.75,False
2025-06-08 16:34:21,33.39,52.47,False
2025-06-08 16:34:23,22.1,31.11,True
2025-06-08 16:34:24,37.95,38.33,False
2025-06-08 16:34:26,44.98,66.72,False
2025-06-08 16:34:28,33.8,70.47,True
2025-06-08 16:34:29,40.17,65.67,True
2025-06-08 16:34:31,20.96,76.04,False
2025-06-08 16:34:34,26.2,57.3,False
2025-06-08 16:34:36,37.53,71.21,False
2025-06-08 16:34:37,29.55,58.94,True
2025-06-08 16:34:39,34.36,76.17,False
2025-06-08 16:34:41,25.42,72.53,True
2025-06-08 16:34:42,35.68,73.34,False
2025-06-08 16:34:44,23.33,44.55,True
2025-06-08 16:34:46,38.74,71.72,True
2025-06-08 16:34:47,42.08,59.47,False
2025-06-08 16:34:49,27.24,58.14,False
2025-06-08 16:34:51,27.89,54.37,True
2025-06-08 16:34:52,26.86,76.0,False
2025-06-08 16:34:54,34.0,59.12,True
2025-06-08 16:34:56,37.94,33.73,True
2025-06-08 16:34:57,34.43,71.56,True
2025-06-08 16:34:59,26.09,40.33,True
2025-06-08 16:35:01,44.15,60.84,True
2025-06-08 16:35:02,33.63,73.01,True
2025-06-08 16:35:04,38.89,72.03,False
2025-06-08 16:35:07,31.34,74.6,False
2025-06-08 16:35:07,23.8,42.6,False
2025-06-08 16:35:09,38.5,41.23,True
2025-06-08 16:35:12,43.95,37.18,True
2025-06-08 16:35:12,34.88,61.94,False
2025-06-08 16:35:14,29.79,53.27,False
2025-06-08 16:35:17,31.34,32.09,True
2025-06-08 16:35:17,29.92,34.29,False
2025-06-08 16:35:19,36.16,54.68,True
2025-06-08 16:35:22,41.17,36.17,False
2025-06-08 16:35:22,34.13,72.57,False
2025-06-08 16:35:24,29.36,36.77,True
2025-06-08 16:35:27,30.93,75.5,True
2025-06-08 16:35:27,26.35,48.81,True
2025-06-08 16:35:29,35.59,30.34,False
2025-06-08 16:35:32,21.05,47.38,True
2025-06-08 16:35:32,34.06,73.92,True
2025-06-08 16:35:35,37.24,72.18,False
2025-06-08 16:35:37,28.05,46.88,True
2025-06-08 16:35:37,35.76,34.59,False
2025-06-08 16:35:40,20.34,62.87,True
2025-06-08 16:35:42,33.42,64.93,True
2025-06-08 16:35:42,21.69,31.2,False
2025-06-08 16:35:45,27.31,58.95,False
2025-06-08 16:35:47,34.89,61.35,False
2025-06-08 16:35:47,22.71,52.52,True
2025-06-08 16:35:50,43.16,39.99,False
2025-06-08 16:35:52,22.35,63.4,True
2025-06-08 16:35:52,22.43,45.23,True
2025-06-08 16:35:55,23.88,78.46,False
2025-06-08 16:35:57,30.45,33.19,False
2025-06-08 16:35:57,31.0,35.71,False
2025-06-08 16:36:00,42.72,65.51,False
2025-06-08 16:36:02,41.96,42.5,False
2025-06-08 16:36:02,21.32,39.32,False
2025-06-08 16:36:05,28.16,63.29,True
2025-06-08 16:36:07,28.22,65.8,False
2025-06-08 16:36:07,22.04,60.42,False
2025-06-08 16:36:10,35.76,61.9,True
2025-06-08 16:36:12,32.74,52.35,False
2025-06-08 16:36:12,28.82,58.26,True
2025-06-08 16:36:15,32.89,39.87,True
2025-06-08 16:36:17,26.55,46.99,True
2025-06-08 16:36:17,40.76,32.84,True
2025-06-08 16:36:20,22.6,72.63,False
2025-06-08 16:36:22,23.97,46.53,False
2025-06-08 16:36:22,25.88,34.39,True
2025-06-08 16:36:25,41.96,73.06,True
2025-06-08 16:36:27,30.93,35.82,False
2025-06-08 16:36:27,29.29,32.43,True
2025-06-08 16:36:30,23.67,38.97,True
2025-06-08 16:36:32,33.11,41.17,False
2025-06-08 16:36:32,23.85,33.83,True
2025-06-08 16:36:35,32.92,43.89,True
2025-06-08 16:36:37,35.29,57.06,True
2025-06-08 16:36:37,24.03,74.84,False
2025-06-08 16:36:40,36.02,59.44,False
2025-06-08 16:36:42,31.09,73.59,True
2025-06-08 16:36:42,26.54,72.76,False
2025-06-08 16:36:45,32.63,40.01,True
2025-06-08 16:36:47,44.61,37.2,False
2025-06-08 16:36:47,44.44,45.4,True
2025-06-08 16:36:50,38.05,76.97,False
2025-06-08 16:36:52,32.78,41.89,True
2025-06-08 16:36:52,40.1,59.85,False
2025-06-08 16:36:55,37.82,37.23,False
2025-06-08 16:36:57,42.75,71.61,False
2025-06-08 16:36:57,29.35,48.27,True
2025-06-08 16:37:00,33.75,32.73,True
2025-06-08 16:37:02,25.7,30.81,True
2025-06-08 16:37:02,38.63,57.36,True
2025-06-08 16:37:05,21.41,34.64,False
2025-06-08 16:37:07,35.28,31.45,True
2025-06-08 16:37:07,42.42,55.78,False
2025-06-08 16:37:10,38.74,68.79,True
2025-06-08 16:37:12,41.06,74.69,False
2025-06-08 16:37:12,31.37,63.02,True
2025-06-08 16:37:15,24.81,41.48,False
2025-06-08 16:37:17,36.63,65.43,True
2025-06-08 16:37:17,41.25,56.87,False
2025-06-08 16:37:20,43.77,32.93,False
2025-06-08 16:37:22,34.22,64.96,True
2025-06-08 16:37:22,31.7,59.9,True
2025-06-08 16:37:27,25.92,55.31,True
2025-06-08 16:37:27,30.82,62.93,False
2025-06-08 16:37:29,43.6,30.12,False
2025-06-08 16:37:32,20.33,55.19,False
2025-06-08 16:37:32,39.95,60.88,False
2025-06-08 16:37:35,42.04,45.3,False
2025-06-08 16:37:37,38.78,71.55,False
2025-06-08 16:37:37,24.2,45.25,True
2025-06-08 16:37:40,29.51,37.19,True
2025-06-08 16:37:42,21.87,73.5,False
2025-06-08 16:37:42,33.42,45.63,False
2025-06-08 16:37:45,26.37,30.82,False
2025-06-08 16:37:47,22.08,36.35,False
2025-06-08 16:37:47,29.61,45.74,False
2025-06-08 16:37:50,40.1,65.68,True
2025-06-08 16:37:52,23.63,43.14,True
2025-06-08 16:37:52,42.67,58.69,True
2025-06-08 16:37:55,27.7,31.66,False
2025-06-08 16:37:57,41.7,66.87,True
2025-06-08 16:37:57,39.91,76.07,False
2025-06-08 16:38:00,24.71,48.01,False
2025-06-08 16:38:02,35.93,55.2,True
2025-06-08 16:38:02,27.81,48.11,False
2025-06-08 16:38:05,23.73,73.37,False
2025-06-08 16:38:07,25.75,35.69,False
2025-06-08 16:38:07,37.56,54.88,True
2025-06-08 16:38:10,39.91,65.91,True
2025-06-08 16:38:12,37.03,79.58,False
2025-06-08 16:38:12,36.55,46.74,True
2025-06-08 16:38:15,24.03,52.35,True
2025-06-08 16:38:17,36.12,68.55,True
2025-06-08 16:38:17,31.82,68.84,False
2025-06-08 16:38:20,29.74,46.15,True
2025-06-08 16:38:22,44.58,41.67,False
2025-06-08 16:38:22,24.18,76.42,True
2025-06-08 16:38:25,24.92,55.47,False
2025-06-08 16:38:27,36.08,54.22,False
2025-06-08 16:38:27,38.19,55.23,True
2025-06-08 16:38:30,24.17,71.21,True
2025-06-08 16:38:32,29.68,38.26,False
2025-06-08 16:38:32,43.66,43.08,True
2025-06-08 16:38:35,23.51,56.76,False
2025-06-08 16:38:37,28.26,79.78,True
2025-06-08 16:38:37,41.62,73.51,False
2025-06-08 16:38:40,24.82,37.63,False
2025-06-08 16:38:42,29.6,71.86,False
2025-06-08 16:38:42,40.34,78.13,True
2025-06-08 16:38:45,24.17,56.38,True
2025-06-08 16:38:47,29.36,56.29,False
2025-06-08 16:38:47,42.89,31.56,False
2025-06-08 16:38:50,27.43,59.02,False
2025-06-08 16:38:52,33.84,75.41,False
2025-06-08 16:38:52,41.05,50.71,False
2025-06-08 16:38:55,35.26,76.99,False
2025-06-08 16:38:57,39.03,55.82,True
2025-06-08 16:38:57,35.93,73.66,True
2025-06-08 16:39:00,44.49,46.71,True
2025-06-08 16:39:02,36.55,74.56,False
2025-06-08 16:39:02,24.26,68.09,False
2025-06-08 16:39:05,43.68,74.27,True
2025-06-08 16:39:07,36.5,50.47,False
2025-06-08 16:39:07,44.81,39.83,True
2025-06-08 16:39:10,43.74,60.28,False
2025-06-08 16:39:12,30.71,40.45,False
2025-06-08 16:39:12,40.79,31.71,False
2025-06-08 16:39:15,34.69,75.28,False
2025-06-08 16:39:17,32.47,40.03,True
2025-06-08 16:39:17,37.74,74.01,True
2025-06-08 16:39:20,37.89,33.05,True
2025-06-08 16:39:22,23.81,68.63,False
2025-06-08 16:39:22,44.15,56.07,False
2025-06-08 16:39:25,29.43,71.77,False
2025-06-08 16:39:27,38.95,40.89,True
2025-06-08 16:39:27,38.48,57.59,True
2025-06-08 16:39:30,32.54,68.12,True
2025-06-08 16:39:32,28.8,40.18,False
2025-06-08 16:39:32,35.34,53.3,True
2025-06-08 16:39:35,37.03,76.22,True
2025-06-08 16:39:37,39.03,69.3,False
2025-06-08 16:39:40,40.0,47.17,True
2025-06-08 16:39:42,35.35,43.54,False
2025-06-08 16:39:42,36.36,60.74,False
2025-06-08 16:39:45,23.36,58.42,True
2025-06-08 16:39:47,24.6,66.58,False
2025-06-08 16:39:47,43.51,74.04,False
2025-06-08 16:39:50,31.16,71.78,False
2025-06-08 16:39:52,42.73,76.66,False
2025-06-08 16:39:52,28.43,47.58,False
2025-06-08 16:39:55,26.7,68.03,False
2025-06-08 16:39:57,32.44,46.24,False
2025-06-08 16:39:57,21.29,74.12,True
2025-06-08 16:40:00,33.15,68.59,True
2025-06-08 16:40:02,25.25,74.8,True
2025-06-08 16:40:02,26.08,39.68,True
2025-06-08 16:40:05,38.22,65.09,True
2025-06-08 16:40:07,31.48,35.79,True
2025-06-08 16:40:07,35.05,54.67,True
2025-06-08 16:40:10,39.86,48.01,False
2025-06-08 16:40:12,39.72,40.55,False
2025-06-08 16:40:12,22.6,67.27,False
2025-06-08 16:40:15,39.88,63.79,False
2025-06-08 16:40:17,36.33,32.38,True
2025-06-08 16:40:17,25.93,52.78,True
2025-06-08 16:40:20,28.08,59.29,True
2025-06-08 16:40:22,43.61,36.43,True
2025-06-08 16:40:22,34.65,47.55,True
2025-06-08 16:40:25,33.02,31.64,True
2025-06-08 16:40:27,37.21,52.48,True
2025-06-08 16:40:27,29.56,33.72,False
2025-06-08 16:40:30,38.61,53.77,True
2025-06-08 16:40:32,21.77,38.92,False
2025-06-08 16:40:32,25.76,67.16,True
2025-06-08 16:40:35,26.8,77.89,True
2025-06-08 16:40:37,44.17,75.28,True
2025-06-08 16:40:37,37.17,48.93,False
2025-06-08 16:40:40,43.42,37.47,False
2025-06-08 16:40:42,33.49,74.01,True
2025-06-08 16:40:42,21.37,69.78,False
2025-06-08 16:40:45,36.99,60.12,True
2025-06-08 16:40:47,39.51,66.59,False
2025-06-08 16:40:47,33.69,49.59,True
2025-06-08 16:40:50,38.53,41.48,False
2025-06-08 16:40:52,20.13,52.33,True
2025-06-08 16:40:52,40.9,65.29,False
2025-06-08 16:40:55,27.08,61.68,True
2025-06-08 16:40:57,27.42,31.58,False
2025-06-08 16:40:57,33.71,37.65,True
2025-06-08 16:41:00,41.73,75.22,False
2025-06-08 16:41:02,25.68,75.75,True
2025-06-08 16:41:02,29.13,66.7,True
2025-06-08 16:41:05,38.47,30.45,False
2025-06-08 16:41:07,31.49,54.35,False
2025-06-08 16:41:07,43.37,53.0,True
2025-06-08 16:41:10,30.72,47.9,False
2025-06-08 16:41:12,39.93,66.37,False
2025-06-08 16:41:12,43.84,72.03,False
2025-06-08 16:41:15,36.85,41.37,False
2025-06-08 16:41:17,21.23,42.61,False
2025-06-08 16:41:17,23.03,51.12,True
2025-06-08 16:41:20,27.8,63.66,True
2025-06-08 16:41:22,24.66,73.69,True
2025-06-08 16:41:22,23.96,79.67,True
2025-06-08 16:41:25,21.47,35.09,False
2025-06-08 16:41:27,29.71,78.34,False
2025-06-08 16:41:27,43.39,58.34,True
2025-06-08 16:41:30,33.09,50.95,False
2025-06-08 16:41:32,29.0,31.32,True
2025-06-08 16:41:32,24.29,54.91,False
2025-06-08 16:41:35,35.95,72.2,False
2025-06-08 16:41:37,39.83,48.83,False
2025-06-08 16:41:37,28.2,73.32,False
2025-06-08 16:41:40,24.03,56.87,True
2025-06-08 16:41:42,35.4,43.37,True
2025-06-08 16:41:42,41.53,57.06,True
2025-06-08 16:41:45,22.03,56.82,False
2025-06-08 16:41:47,28.48,33.5,False
2025-06-08 16:41:47,26.89,56.92,True
2025-06-08 16:41:50,28.15,43.95,False
2025-06-08 16:41:52,29.64,62.83,True
2025-06-08 16:41:52,23.23,63.18,False
2025-06-08 16:41:55,30.24,41.55,True
2025-06-08 16:41:57,23.37,39.25,True
2025-06-08 16:41:57,43.16,42.67,False
2025-06-08 16:42:00,44.65,76.38,True
2025-06-08 16:42:02,39.09,69.44,False
2025-06-08 16:42:02,36.78,47.08,True
2025-06-08 16:42:05,27.61,56.33,True
2025-06-08 16:42:07,21.74,39.72,True
2025-06-08 16:42:07,31.92,36.34,False
2025-06-08 16:42:10,42.5,72.56,True
2025-06-08 16:42:12,20.45,50.52,True
2025-06-08 16:42:12,29.2,38.66,True
2025-06-08 16:42:15,22.42,65.55,True
2025-06-08 16:42:17,27.86,63.91,True
2025-06-08 16:42:17,42.2,38.34,False
2025-06-08 16:42:20,38.44,54.61,True
2025-06-08 16:42:22,26.97,76.61,False
2025-06-08 16:42:22,29.08,68.92,True
2025-06-08 16:42:27,28.34,47.78,False
2025-06-08 16:42:27,41.07,35.0,True
2025-06-08 16:42:30,32.83,52.52,False
